family;name;age;group;physics;mathematics;rus;literature;geometry;informatics
Воронина;Анастасия;7;1;2;2;4;5;5;5
Воронина;Татьяна;7;1;2;4;4;4;5;5
Воронина;Диана;15;8;2;3;4;4;4;5
Воронина;Варвара;10;3;1;1;4;1;1;4
Воронина;Дарина;10;4;2;1;1;2;1;5
Воронина;Екатерина;12;6;3;5;2;2;3;3
Воронина;София;12;7;3;5;5;1;2;3
Воронков;Александр;14;7;5;4;2;4;3;5
Воронков;Максим;12;7;4;4;2;3;5;1
Воронков;Мирон;13;8;3;1;2;2;3;1
Воронков;Фёдор;6;1;4;1;2;3;4;1
Воронков;Макар;13;8;5;3;5;4;3;4
Воронков;Мирон;8;2;4;1;1;1;4;5
Воронков;Борис;16;9;2;3;3;1;1;3
Воронков;Илья;10;4;5;4;3;3;2;1
Воронков;Степан;14;9;2;4;4;3;5;5
Воронков;Михаил;17;11;1;1;1;3;1;5
Воронков;Василий;5;1;5;3;2;4;3;2
Воронков;Александр;12;6;4;2;5;2;3;4
Воронков;Кирилл;10;4;3;4;1;3;2;2
Воронков;Мирон;16;9;2;3;2;4;2;1
Воронков;Даниил;7;1;4;4;5;5;2;2
Воронков;Михаил;17;10;5;5;4;1;5;3
Воронков;Андрей;16;9;4;3;1;4;4;5
Воронков;Марк;12;6;2;1;3;3;1;2
Воронков;Максим;9;3;4;3;3;3;4;4
Воронков;Сергей;15;9;2;5;1;1;4;2
Воронков;Лев;5;1;5;1;5;2;1;2
Воронков;Александр;17;10;3;1;1;1;1;3
Воронков;Михаил;15;9;5;4;5;1;5;1
Воронков;Михаил;12;5;3;2;1;5;5;5
Воронков;Пётр;13;7;2;3;4;2;5;1
Воронков;Александр;5;1;4;4;4;1;1;4
Воронков;Даниил;13;8;5;2;2;3;1;4
Воронков;Мирон;10;3;3;2;3;5;5;5
Воронков;Александр;8;2;1;2;1;4;2;2
Воронков;Алексей;12;5;2;4;2;4;4;5
Воронков;Антон;6;1;5;1;5;5;4;5
Воронков;Павел;13;7;2;5;4;5;1;3
Воронков;Максим;14;8;1;3;3;3;5;2
Воронкова;Ева;5;1;4;3;5;2;4;2
Воронкова;Маргарита;17;12;3;1;1;5;5;3
Воронкова;Анна;10;4;4;5;5;2;4;4
Воронкова;Василиса;7;1;3;5;5;2;4;3
Воронкова;Дарья;13;7;4;3;2;1;1;5
Воронкова;Полина;6;1;4;2;1;4;3;5
Воронкова;Алина;17;11;4;2;2;2;4;4
Воронкова;Ульяна;11;4;3;2;1;3;3;3
Воронкова;Екатерина;5;1;4;4;3;3;1;5
Воронкова;Анастасия;12;6;2;3;3;1;3;1
Воронкова;Вероника;9;4;2;3;2;4;5;5
Воронкова;Мария;9;3;1;1;5;5;4;4
Воронкова;Александра;15;8;4;2;4;2;3;3
Воронкова;Дарья;14;9;3;5;1;4;1;4
Воронкова;Анастасия;13;8;5;4;4;1;5;2
Воронкова;Елизавета;8;3;1;4;1;4;2;4
Воронкова;Ангелина;11;5;1;2;4;1;1;5
Воронкова;Ева;16;11;1;1;5;3;5;1
Воронкова;Кира;12;7;1;4;5;3;1;5
Воронкова;Владислава;11;4;4;4;3;2;2;4
Воронкова;Ксения;16;10;3;5;3;1;4;3
Воронкова;Мила;13;6;1;3;2;3;4;5
Воронкова;Полина;13;7;3;4;5;3;4;5
Воронкова;Елизавета;7;1;5;2;4;1;3;4
Воронкова;Василиса;10;5;5;4;4;4;3;1
Воронкова;Нина;13;8;3;1;4;1;2;3
Воронкова;Александра;7;1;1;1;5;1;2;4
Воронкова;Елена;7;1;5;1;1;3;1;4
Воронов;Константин;11;5;5;3;4;4;1;4
Воронов;Виктор;9;4;4;5;2;2;1;2
Воронов;Лев;16;9;3;1;3;1;5;2
Воронов;Лев;14;9;3;3;1;1;3;4
Воронов;Артём;6;1;1;1;4;1;4;2
Воронов;Глеб;15;9;2;3;5;2;3;1
Воронов;Никита;9;3;2;1;3;2;1;2
Воронов;Дмитрий;9;3;3;1;4;3;3;1
Воронов;Тимофей;11;6;1;1;2;4;2;2
Воронов;Виктор;8;3;4;2;4;1;3;2
Воронов;Владислав;14;8;4;1;1;1;4;2
Воронов;Алексей;6;1;3;3;3;2;3;2
Воронов;Савелий;13;6;3;5;1;4;2;4
Воронов;Сергей;5;1;1;1;2;5;3;2
Воронов;Михаил;10;5;1;3;2;3;2;3
Воронов;Михаил;15;8;5;4;4;1;1;4
Воронов;Николай;9;3;1;3;2;5;3;4
Воронов;Даниил;12;7;2;1;2;1;4;1
Воронов;Андрей;7;1;2;3;5;2;5;5
Воронов;Максим;6;1;1;5;2;3;4;2
Воронов;Иван;11;4;5;5;4;4;4;5
Воронов;Александр;14;8;1;4;2;4;5;3
Воронов;Марк;8;3;3;1;5;3;5;4
Воронов;Михаил;16;9;2;2;2;5;4;5
Воронов;Всеволод;14;8;4;2;3;5;2;5
Воронов;Никита;14;8;4;3;2;5;1;5
Воронов;Даниил;7;1;3;4;3;5;1;1
Воронов;Даниил;7;1;1;5;2;3;4;5
Воронов;Родион;15;8;2;5;2;5;2;1
Воронов;Артём;10;5;2;2;1;3;2;5
Воронов;Лев;5;1;3;2;3;5;3;5
Воронов;Леонид;16;11;1;2;3;5;1;2
Воронов;Дмитрий;17;11;4;2;5;4;4;2
Воронов;Максим;11;4;4;5;5;2;3;3
Воронов;Андрей;8;2;2;4;5;2;2;3
Воронов;Богдан;5;1;2;1;3;5;2;1
Воронов;Тимофей;6;1;5;3;3;5;2;1
Воронов;Платон;5;1;5;2;2;1;3;5
Воронов;Максим;9;3;2;5;3;4;2;4
Воронов;Андрей;10;5;1;3;2;4;2;3
Воронов;Денис;8;2;4;3;4;4;3;5
Воронов;Никита;15;10;3;2;2;3;2;2
Воронов;Даниил;14;9;4;2;3;4;5;3
Воронов;Георгий;11;6;3;5;4;4;2;4
Воронов;Тимур;8;1;2;1;5;5;1;4
Воронов;Марк;5;1;2;5;5;1;3;5
Воронов;Георгий;14;8;2;2;1;1;5;2
Воронов;Вадим;8;1;3;4;3;3;5;5
Воронов;Лев;10;3;4;1;4;2;5;1
Воронов;Егор;13;7;1;5;3;2;4;1
Воронов;Даниил;6;1;4;1;1;3;2;5
Воронов;Александр;17;11;4;5;5;4;5;1
Воронов;Марк;16;10;2;2;2;3;5;3
Воронов;Леонид;8;3;3;4;3;1;1;1
Воронов;Артемий;11;6;5;3;2;4;5;3
Воронов;Матвей;16;11;2;4;5;2;5;3
Воронов;Василий;11;4;5;5;1;4;1;3
Воронов;Максим;12;5;3;5;3;2;2;5
Воронов;Александр;16;10;5;3;5;3;1;2
Воронов;Максим;12;5;1;5;4;1;1;3
Воронов;Семён;7;1;1;5;2;1;1;5
Воронов;Максим;7;2;4;1;3;1;5;4
Воронов;Михаил;15;8;2;5;1;4;4;5
Воронов;Тимур;9;2;5;3;3;1;2;3
Воронов;Андрей;11;5;3;5;2;3;2;5
Воронов;Мирон;8;3;4;2;1;1;1;2
Воронов;Егор;14;9;5;2;5;2;5;1
Воронов;Владислав;11;5;3;4;2;2;4;3
Воронов;Иван;17;10;1;4;2;3;1;5
Воронов;Роман;13;6;3;5;3;4;3;5
Воронов;Дмитрий;11;4;3;4;3;4;1;5
Воронов;Даниил;14;9;4;5;1;4;1;2
Воронов;Вадим;15;8;3;1;3;2;3;5
Воронов;Владимир;13;8;1;3;1;5;3;2
Воронов;Максим;9;3;3;5;3;5;5;5
Воронов;Всеволод;11;4;5;5;1;5;3;1
Воронов;Александр;17;12;3;5;2;3;1;5
Воронов;Егор;15;8;2;5;2;1;4;5
Воронов;Никита;15;8;3;4;5;5;2;3
Воронов;Кирилл;15;8;5;4;2;3;1;1
Воронов;Алексей;5;1;1;3;1;2;3;3
Воронов;Артур;13;7;1;2;2;4;1;5
Воронов;Матвей;7;2;4;4;1;5;2;2
Воронов;Семён;13;7;4;1;4;1;1;4
Воронов;Матвей;12;6;1;1;1;2;4;2
Воронов;Матвей;15;9;5;4;2;4;5;3
Воронов;Борис;8;3;3;1;3;3;1;4
Воронов;Олег;16;10;4;5;5;4;3;1
Воронов;Тимофей;9;4;3;1;2;4;1;1
Воронов;Михаил;6;1;2;2;2;4;1;3
Воронов;Роман;12;7;1;1;4;2;1;1
Воронов;Иван;17;11;4;5;3;2;3;1
Воронов;Александр;11;4;5;1;1;2;2;1
Воронов;Ярослав;7;2;4;5;1;1;3;5
Воронов;Владислав;8;3;3;1;5;5;1;4
Воронова;Дарья;5;1;5;2;1;5;3;1
Воронова;Ева;13;7;5;1;4;4;4;5
Воронова;Кристина;7;1;1;1;1;5;1;2
Воронова;Александра;15;9;2;3;2;4;1;5
Воронова;Анна;17;12;4;2;4;3;5;5
Воронова;Ева;5;1;2;5;2;1;4;1
Воронова;Анастасия;17;10;1;2;5;4;5;5
Воронова;Диана;11;4;4;3;2;2;1;3
Воронова;Виктория;8;3;4;4;2;5;5;5
Воронова;Мария;12;6;3;2;3;5;4;2
Воронова;Елизавета;11;4;1;3;3;1;3;2
Воронова;Анна;11;4;2;4;4;1;4;4
Воронова;Мария;17;12;4;5;3;5;3;1
Воронова;Елизавета;7;2;1;2;3;4;5;3
Воронова;Анна;13;7;5;5;3;3;1;2
Воронова;Дарья;17;10;5;2;5;2;5;2
Воронова;Светлана;17;10;3;4;3;3;2;2
Воронова;Василиса;12;6;1;3;4;4;3;1
Воронова;Милана;9;2;5;3;4;4;4;2
Воронова;Анастасия;14;8;4;3;3;1;3;1
Воронова;Полина;5;1;3;5;3;3;5;4
Воронова;Виктория;11;6;4;3;3;4;2;3
Воронова;Варвара;7;2;1;5;3;1;4;3
Воронова;Василиса;16;11;5;1;2;3;4;2
Воронова;Александра;7;2;1;2;4;1;2;2
Воронова;Анна;17;10;4;1;5;5;4;4
Воронова;Ульяна;15;9;3;5;5;3;4;1
Воронова;Злата;7;2;1;4;2;5;1;1
Воронова;Анастасия;7;2;5;5;5;2;3;3
Воронова;Валентина;15;9;3;5;1;4;1;5
Воронова;Анастасия;5;1;3;2;4;4;3;4
Воронова;София;7;2;2;2;5;3;1;1
Воронова;Анна;16;11;2;5;3;1;3;2
Воронова;Анна;15;9;2;1;4;1;3;4
Воронова;Майя;11;6;5;1;1;4;3;3
Воронова;Варвара;10;5;1;5;4;2;5;2
Воронова;Ульяна;9;3;4;2;5;4;1;1
Воронова;Виктория;7;1;4;1;3;2;1;3
Воронова;Анастасия;10;4;1;3;1;4;1;2
Воронова;София;5;1;4;4;3;2;3;3
Воронова;Василиса;8;1;5;1;3;3;3;5
Воронова;Алиса;17;12;1;4;4;2;3;3
Воронова;Маргарита;11;5;1;5;4;3;1;3
Воронова;Виктория;8;3;5;5;2;4;4;4
Воронова;София;10;4;4;4;1;2;3;2
Воронова;Таисия;7;1;3;3;2;3;1;1
Воронова;Анна;13;7;4;5;1;1;3;1
Воронова;Варвара;15;10;2;4;5;2;5;4
Воронова;Мария;8;2;3;4;5;2;2;2
Воронова;Мария;11;6;3;3;4;1;3;4
Воронова;Ева;9;4;2;4;3;4;4;1
Воронова;Василиса;5;1;3;3;3;3;5;3
Воронова;Татьяна;7;2;1;4;1;1;1;5
Воронова;Василиса;17;10;5;2;1;5;2;1
Воронова;Полина;5;1;4;1;4;4;1;1
Воронова;Вера;8;2;1;3;2;4;3;3
Воронова;Анна;17;12;2;2;3;5;5;5
Воронова;Мия;14;7;1;1;3;3;5;1
Воронова;Алина;6;1;5;4;5;5;2;2
Воронова;Валентина;10;4;1;1;5;2;2;5
Воронова;Екатерина;8;3;5;3;2;3;5;3
Воронова;Майя;5;1;5;1;2;4;1;3
Воронова;Майя;11;4;1;4;1;3;2;2
Воронова;Милана;16;10;5;5;3;3;3;2
Воронова;Екатерина;16;11;3;4;3;4;4;1
Воронова;Дарья;6;1;4;2;1;4;1;4
Воронова;Екатерина;16;9;3;2;2;4;4;1
Воронова;Варвара;12;7;4;5;3;5;1;4
Воронова;София;15;10;4;4;1;2;4;2
Воронова;Вероника;10;4;2;3;1;2;4;3
Воронова;Алёна;6;1;3;3;3;5;5;4
Воронова;Валерия;6;1;3;3;1;4;3;5
Воронова;Анна;9;3;5;5;2;1;2;4
Воронова;София;17;10;1;1;5;4;5;1
Воронова;Светлана;15;10;3;5;5;1;2;5
Воронова;Мария;13;7;1;5;5;5;2;3
Воронова;София;6;1;3;3;5;2;2;3
Воронова;Вероника;16;10;5;1;2;4;3;1
Воронова;Василиса;9;4;1;1;3;1;5;4
Воронова;Александра;9;3;1;1;5;4;5;5
Воронова;София;7;1;2;2;4;1;3;3
Воронова;Елена;13;7;5;4;2;4;2;1
Воронова;София;12;7;5;4;2;5;1;1
Воронова;София;17;11;4;5;4;1;1;3
Воронова;Анастасия;11;4;2;3;4;1;5;1
Воронова;Ульяна;14;7;4;3;5;1;1;3
Воронова;Алиса;15;10;2;4;2;2;3;1
Воронова;Елизавета;14;9;3;2;4;3;4;5
Воронова;Анна;8;2;1;2;5;5;5;2
Воронова;Анна;14;9;5;5;5;1;2;1
Воронова;Валерия;6;1;1;5;1;5;5;1
Воронова;Таисия;16;10;3;1;5;4;2;1
Воронова;Василиса;11;4;2;3;4;3;5;5
Воронова;Юлия;16;11;3;4;2;2;5;2
Воронова;Алиса;16;10;4;2;3;3;4;1
Воронова;Мария;7;2;1;4;3;1;5;4
Воронова;София;5;1;3;3;1;4;4;4
Воронова;София;10;3;4;3;2;4;4;4
Воронова;Ольга;14;9;3;1;3;1;3;2
Воронова;Майя;16;10;1;4;4;1;2;5
Воронова;Кристина;11;6;2;1;3;1;4;5
Воронова;Виктория;11;4;3;1;1;2;1;5
Воронова;София;16;10;1;2;3;3;1;5
Воронцов;Георгий;15;10;1;3;2;2;2;3
Воронцов;Николай;9;4;2;2;4;2;5;2
Воронцов;Адам;5;1;3;4;1;3;5;2
Воронцов;Артём;17;10;5;3;2;2;1;2
Воронцов;Платон;16;10;3;2;3;1;5;3
Воронцов;Максим;8;2;3;4;4;4;4;4
Воронцов;Егор;12;6;1;5;3;2;5;3
Воронцов;Константин;5;1;4;3;5;5;5;1
Воронцов;Сергей;14;8;1;5;3;4;1;1
Воронцов;Дмитрий;6;1;3;1;1;5;5;1
Воронцов;Гордей;17;12;3;3;4;2;1;2
Воронцов;Михаил;11;6;1;5;5;5;2;2
Воронцов;Алексей;11;5;4;3;1;3;4;2
Воронцов;Макар;16;11;3;5;4;5;1;2
Воронцов;Алексей;17;12;4;2;1;4;4;4
Воронцов;Матвей;14;9;2;3;5;5;4;5
Воронцов;Степан;12;6;3;5;5;1;4;3
Воронцов;Алексей;9;2;5;2;3;5;1;2
Воронцов;Глеб;12;5;1;3;4;2;4;2
Воронцов;Максим;7;2;3;5;4;1;3;3
Воронцов;Лев;5;1;5;4;4;3;4;3
Воронцов;Илья;15;8;1;2;5;2;2;2
Воронцов;Алексей;11;4;5;2;2;3;4;3
Воронцов;Александр;6;1;3;4;3;4;2;5
Воронцов;Никита;6;1;4;1;3;5;3;5
Воронцов;Максим;17;11;5;2;3;1;5;4
Воронцов;Фёдор;7;2;2;1;5;5;1;5
Воронцов;Макар;12;6;2;2;3;1;5;5
Воронцов;Степан;5;1;3;1;4;4;4;5
Воронцов;Пётр;15;8;1;4;1;1;2;5
Воронцов;Сергей;13;7;4;2;2;1;2;1
Воронцов;Мирон;7;2;3;2;3;2;4;4
Воронцов;Руслан;7;1;1;4;5;4;2;2
Воронцов;Платон;16;10;4;1;5;5;2;4
Воронцов;Мирон;5;1;2;4;3;1;2;4
Воронцов;Александр;5;1;1;4;1;4;1;4
Воронцов;Савелий;13;7;5;3;4;1;5;5
Воронцов;Алексей;17;11;1;4;5;2;1;2
Воронцов;Михаил;11;6;2;1;2;1;1;2
Воронцов;Михаил;8;3;2;5;4;4;2;2
Воронцов;Михаил;8;2;3;4;2;2;4;5
Воронцов;Дмитрий;17;12;1;2;1;2;1;4
Воронцов;Макар;10;5;2;2;4;5;1;3
Воронцов;Артемий;9;4;1;2;4;3;3;5
Воронцов;Арсений;8;2;2;1;3;5;1;3
Воронцов;Гордей;6;1;2;4;1;1;4;1
Воронцов;Максим;5;1;5;5;2;4;1;5
Воронцов;Илья;16;9;3;1;4;5;3;3
Воронцов;Павел;5;1;4;4;3;5;5;5
Воронцов;Роман;13;7;2;1;2;2;3;1
Воронцов;Виктор;7;1;2;3;3;2;3;5
Воронцов;Герман;13;6;4;2;2;1;5;2
Воронцов;Никита;17;12;2;3;5;4;2;4
Воронцов;Андрей;5;1;5;4;3;5;2;1
Воронцов;Роман;12;7;2;3;5;3;3;4
Воронцов;Юрий;6;1;3;4;4;5;2;4
Воронцов;Владимир;5;1;2;4;4;4;5;2
Воронцов;Даниил;10;4;4;2;4;1;2;2
Воронцов;Константин;16;10;2;3;5;4;3;1
Воронцов;Дмитрий;6;1;2;3;2;4;2;3
Воронцов;Максим;5;1;2;1;5;1;5;5
Воронцов;Никита;8;1;4;3;4;5;2;4
Воронцов;Матвей;10;4;1;4;5;1;5;1
Воронцов;Кирилл;13;8;2;5;1;3;4;2
Воронцов;Даниил;9;4;1;4;5;1;5;5
Воронцов;Дмитрий;14;8;4;5;1;4;1;5
Воронцов;Артемий;13;8;1;2;3;2;4;3
Воронцов;Савелий;13;6;5;5;5;5;3;3
Воронцов;Мирон;13;8;1;1;4;3;5;3
Воронцов;Андрей;9;2;1;2;1;3;1;5
Воронцов;Илья;7;1;3;5;1;2;3;4
Воронцов;Николай;16;9;3;5;5;5;4;1
Воронцов;Александр;16;10;2;4;5;2;4;3
Воронцова;Марина;5;1;4;2;2;3;4;4
Воронцова;Александра;9;2;2;1;3;2;5;3
Воронцова;Валерия;8;1;5;1;1;5;3;1
Воронцова;Анна;17;10;3;3;2;1;5;2
Воронцова;Анна;11;4;3;1;3;4;1;2
Воронцова;Кира;9;2;2;5;5;5;5;3
Воронцова;Полина;17;12;5;5;2;3;3;4
Воронцова;Алёна;14;9;2;4;4;1;1;1
Воронцова;Екатерина;5;1;1;4;3;1;2;1
Воронцова;Дарья;8;2;4;3;2;1;3;4
Воронцова;Ольга;15;8;4;4;1;2;5;5
Воронцова;Марина;12;6;3;5;2;3;2;1
Воронцова;Анна;9;3;4;1;1;5;1;1
Воронцова;Ангелина;13;7;1;3;1;4;3;3
Воронцова;Алиса;11;4;5;1;3;1;3;1
Воронцова;Ирина;8;3;3;5;3;3;3;1
Воронцова;Мария;14;9;1;3;1;3;3;3
Воронцова;Анастасия;17;11;2;5;1;2;2;3
Воронцова;Анастасия;12;6;2;5;2;5;3;3
Воронцова;Ева;10;3;2;3;1;5;1;4
Воронцова;Алиса;12;6;1;5;1;1;4;5
Воронцова;Мария;16;9;1;3;1;4;5;1
Воронцова;Мила;16;10;2;1;5;1;3;4
Воронцова;Любовь;14;9;5;1;4;1;4;2
Воронцова;Алёна;6;1;5;1;3;4;2;5
Воронцова;Алина;17;11;2;4;4;4;5;3
Воронцова;Виктория;17;11;2;1;2;1;5;5
Воронцова;Мария;8;1;2;3;2;2;3;2
Воронцова;Алиса;14;7;5;1;4;1;2;2
Воронцова;София;16;9;4;4;1;4;5;4
Воронцова;София;13;8;2;5;4;4;2;1
Воронцова;Екатерина;8;3;1;2;2;3;2;2
Воронцова;Полина;7;1;4;3;1;4;1;4
Воронцова;Алиса;11;5;3;4;5;5;1;2
Воронцова;Ксения;15;8;3;3;4;3;2;2
Воронцова;Алина;14;8;1;1;2;2;3;2
Воронцова;Александра;5;1;3;5;1;5;4;4
Воронцова;Кристина;5;1;2;5;1;3;2;1
Воронцова;Юлия;7;1;2;2;4;2;4;1
Воронцова;Александра;8;3;2;4;2;3;4;2
Воронцова;Ольга;7;1;3;1;5;1;4;1
Воронцова;Ксения;16;11;1;2;5;3;4;3
Воронцова;Алиса;9;4;1;5;4;4;4;5
Воронцова;София;6;1;3;2;2;2;1;3
Воронцова;Дарья;14;7;2;2;3;5;1;3
Воронцова;Валерия;12;6;3;3;4;2;5;4
Воронцова;Елизавета;14;8;2;5;3;1;5;3
Воронцова;Алиса;15;9;1;1;2;4;5;2
Воронцова;Алиса;10;4;2;5;4;5;4;3
Воронцова;Екатерина;13;6;1;3;1;5;5;5
Воронцова;Анастасия;13;7;3;2;2;2;3;5
Воронцова;Вера;14;9;4;1;3;5;1;5
Воронцова;Елизавета;11;5;2;2;5;5;3;2
Воронцова;Милана;8;3;5;2;4;3;4;3
Воронцова;Арина;10;5;1;3;5;3;1;2
Воронцова;Анна;9;3;1;5;3;2;5;5
Воронцова;Вероника;8;1;1;5;1;2;3;4
Воронцова;Алина;5;1;3;3;5;5;2;3
Воронцова;Алиса;9;3;5;1;1;2;5;4
Воронцова;Кира;12;5;3;1;1;1;4;3
Воронцова;Ульяна;16;9;2;2;5;4;5;5
Воронцова;Василиса;10;3;1;1;5;2;2;1
Воронцова;Валерия;15;10;4;2;4;5;2;3
Воронцова;Дарья;12;7;5;4;1;3;4;4
Воронцова;Елизавета;9;2;1;3;5;5;3;5
Воронцова;Анастасия;9;2;5;1;4;3;5;2
Воронцова;Мария;17;10;2;2;3;5;2;1
Воронцова;Василиса;13;6;1;2;4;5;3;2
Воронцова;Александра;7;2;3;2;2;2;4;4
Воронцова;Маргарита;7;2;1;1;5;1;3;3
Воронцова;Милана;7;2;1;3;3;2;1;1
Воронцова;Милана;16;10;1;3;1;2;5;4
Воронцова;Ольга;12;7;5;4;1;2;4;5
Воронцова;Кира;15;8;3;3;4;2;3;1
Высоцкая;Ангелина;5;1;4;5;2;3;5;1
Высоцкая;Кира;16;11;3;5;4;1;4;2
